Class Name, Initialization Kind, Reason for Initialization
java.util.logging.Logger$$Lambda$848/0x0000000300ef19b8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.Logger$ConfigurationData, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.Logger$LoggerBundle, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.Logger$RbAccess, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.Logger$SystemLoggerHelper, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.LoggingPermission, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.SimpleFormatter, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.SimpleFormatter$$Lambda$1355/0x00000003012253b8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.StreamHandler, BUILD_TIME, Core JDK classes are initialized at build time
java.util.logging.StreamHandler$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.AbstractPreferences, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.AbstractPreferences$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.AbstractPreferences$NodeAddedEvent, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.BackingStoreException, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.MacOSXPreferencesFactory, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.MacOSXPreferencesFile$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.MacOSXPreferencesFile$2, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.MacOSXPreferencesFile$3, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.MacOSXPreferencesFile$FlushTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.NodeChangeEvent, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.NodeChangeListener, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.NodeChangeListener[], BUILD_TIME, arrays are initialized at build time
java.util.prefs.PreferenceChangeEvent, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.PreferenceChangeListener, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.PreferenceChangeListener[], BUILD_TIME, arrays are initialized at build time
java.util.prefs.Preferences, BUILD_TIME, Core JDK classes are initialized at build time
java.util.prefs.PreferencesFactory, BUILD_TIME, Core JDK classes are initialized at build time
java.util.random.RandomGenerator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.random.RandomGenerator$SplittableGenerator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.random.RandomGenerator$StreamableGenerator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.ASCII, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1000/0x0000000300f99a90, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1001/0x0000000300f99f58, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1002/0x0000000300f9a3e8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1003/0x0000000300f9abd0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1004/0x0000000300f9ae30, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1005/0x0000000300f9b090, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1006/0x0000000300f9b2f0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1007/0x0000000300f9b550, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1008/0x0000000300f9b7b0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1009/0x0000000300f9bc20, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1010/0x0000000300f9be80, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1011/0x0000000300f9c0e0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1012/0x0000000300f9c9e0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1021/0x0000000300fbe950, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1030/0x0000000300fec088, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1031/0x0000000300fec2e8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1032/0x0000000300fec548, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1033/0x0000000300fed560, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1034/0x0000000300fed7c0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1035/0x0000000300fedec8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1036/0x0000000300fee5e8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1037/0x0000000300fef2b0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1038/0x0000000300fef510, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1039/0x0000000300fef770, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1040/0x0000000300fef9d0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1054/0x0000000300ffde78, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1055/0x0000000300ffe720, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1094/0x000000030101e588, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1095/0x000000030101e7e8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1096/0x000000030101ea48, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$1097/0x000000030101eec8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$138/0x0000000300161f78, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$144/0x0000000300167b90, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$222/0x0000000300a4b268, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$223/0x0000000300a4b4c8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$356/0x0000000300dc0e70, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$358/0x0000000300dc1330, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$388/0x0000000300dcb358, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$820/0x0000000300ecb358, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$821/0x0000000300ecb5e0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$992/0x0000000300f8f088, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$995/0x0000000300f97820, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$996/0x0000000300f97ce0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$997/0x0000000300f97f40, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$998/0x0000000300f98418, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.CharPredicates$$Lambda$999/0x0000000300f99578, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.EmojiData, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Grapheme, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.IntHashSet, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.IntHashSet[], BUILD_TIME, arrays are initialized at build time
java.util.regex.MatchResult, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Matcher, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Matcher$1MatchResultIterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Matcher$ImmutableMatchResult, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$1027/0x0000000300fe7698, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$1028/0x0000000300fe7b00, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$1029/0x0000000300fe7f80, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$1049/0x0000000300ffc3e0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$1051/0x0000000300ffcaf0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$1053/0x0000000300ffd1d8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$1056/0x0000000300fff2c0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$1057/0x0000000300fd0000, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$135/0x0000000300161158, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$137/0x0000000300161b10, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$357/0x0000000300dc10d0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$794/0x0000000300e67fb0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$808/0x0000000300ec0288, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$$Lambda$87/0x00000003000b0520, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BackRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Begin, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Behind, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BehindS, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BitClass, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BmpCharPredicate, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BmpCharPredicate$$Lambda$1023/0x0000000300fe1cf8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BmpCharPredicate$$Lambda$1024/0x0000000300fe1f88, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BmpCharPredicate$$Lambda$1025/0x0000000300fe6f98, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BmpCharPredicate$$Lambda$136/0x00000003001613e0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BmpCharProperty, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BmpCharPropertyGreedy, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BnM, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BnMS, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Bound, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Branch, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$BranchConn, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$CIBackRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Caret, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$CharPredicate, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$CharPredicate$$Lambda$1041/0x0000000300fefc30, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$CharPredicate$$Lambda$359/0x0000000300dc1590, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$CharPredicate$$Lambda$369/0x0000000300dca5d8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$CharPredicate$$Lambda$88/0x00000003000b0e08, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$CharProperty, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$CharPropertyGreedy, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Curly, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Dollar, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$End, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$First, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$GraphemeBound, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$GroupCurly, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$GroupHead, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$GroupHead[], BUILD_TIME, arrays are initialized at build time
java.util.regex.Pattern$GroupTail, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$LastMatch, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$LastNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$LazyLoop, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$LineEnding, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$LookBehindEndNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Loop, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$NFCCharProperty, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Neg, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Node, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Node[], BUILD_TIME, arrays are initialized at build time
java.util.regex.Pattern$NotBehind, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$NotBehindS, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Pos, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Prolog, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Qtype, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Qtype[], BUILD_TIME, arrays are initialized at build time
java.util.regex.Pattern$Ques, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Slice, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$SliceI, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$SliceIS, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$SliceNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$SliceS, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$SliceU, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$SliceUS, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$Start, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$StartS, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$TreeInfo, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$UnixCaret, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$UnixDollar, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.Pattern$XGrapheme, BUILD_TIME, Core JDK classes are initialized at build time
java.util.regex.PatternSyntaxException, BUILD_TIME, Core JDK classes are initialized at build time
java.util.spi.CalendarDataProvider, BUILD_TIME, Core JDK classes are initialized at build time
java.util.spi.CalendarNameProvider, BUILD_TIME, Core JDK classes are initialized at build time
java.util.spi.CurrencyNameProvider, BUILD_TIME, Core JDK classes are initialized at build time
java.util.spi.LocaleNameProvider, BUILD_TIME, Core JDK classes are initialized at build time
java.util.spi.LocaleServiceProvider, BUILD_TIME, Core JDK classes are initialized at build time
java.util.spi.ResourceBundleProvider, BUILD_TIME, Core JDK classes are initialized at build time
java.util.spi.TimeZoneNameProvider, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.AbstractPipeline, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.AbstractPipeline$$Lambda$1165/0x00000003010d7060, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.AbstractPipeline$$Lambda$300/0x0000000300ac3aa8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.AbstractPipeline$$Lambda$810/0x0000000300ec0910, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.AbstractShortCircuitTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.AbstractSpinedBuffer, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.AbstractTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.BaseStream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collector, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collector$Characteristics, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collector$Characteristics[], BUILD_TIME, arrays are initialized at build time
java.util.stream.Collectors, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$140/0x00000003001639a0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$141/0x0000000300163bc8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$142/0x0000000300163df8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$1425/0x000000030126ee78, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$1426/0x000000030126f098, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$1427/0x000000030126f2c8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$1428/0x000000030126f510, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$143/0x0000000300164040, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$160/0x00000003002477c8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$161/0x00000003002479e8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$162/0x0000000300247c18, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$228/0x0000000300a4bdb0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$229/0x0000000300a4bfd0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$230/0x0000000300a4c208, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$5/0x00000003000120c8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$6/0x00000003000128a0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$7/0x0000000300012ed0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$$Lambda$8/0x0000000300013118, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Collectors$CollectorImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.DistinctOps, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.DistinctOps$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.DistinctOps$1$$Lambda$1162/0x00000003010d4580, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.DistinctOps$1$$Lambda$1163/0x00000003010d47a0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.DistinctOps$1$$Lambda$1164/0x00000003010d49d0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.DistinctOps$1$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.DistinctOps$1$2, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindSink$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindSink$OfInt$$Lambda$365/0x0000000300dc8358, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindSink$OfInt$$Lambda$366/0x0000000300dc85a8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindSink$OfRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x00000003000167d8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x0000000300016a28, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.FindOps$FindTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ForEachOps, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ForEachOps$ForEachOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ForEachOps$ForEachOp$OfRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ForEachOps$ForEachOrderedTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ForEachOps$ForEachOrderedTask$$Lambda$815/0x0000000300ec67f0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.ForEachOps$ForEachTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$$Lambda$1371/0x000000030122fee8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$$Lambda$835/0x0000000300ecde70, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$1$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$10, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$10$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$4, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$4$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$Head, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntPipeline$StatelessOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.IntStream, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.MatchOps, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.MatchOps$$Lambda$238/0x0000000300a4d418, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.MatchOps$1MatchSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.MatchOps$BooleanTerminalSink, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.MatchOps$MatchKind, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.MatchOps$MatchKind[], BUILD_TIME, arrays are initialized at build time
java.util.stream.MatchOps$MatchOp, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.MatchOps$MatchTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$$Lambda$1205/0x00000003010bfd30, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$Builder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$Builder$OfDouble, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$Builder$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$Builder$OfLong, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$OfDouble, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$OfDouble$$Lambda$1218/0x00000003011410d8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$OfInt$$Lambda$1206/0x000000030109c4a8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$OfLong, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$OfLong$$Lambda$1217/0x0000000301140ea8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Node$OfPrimitive, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$$Lambda$1204/0x00000003010bdd08, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$1, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$AbstractConcNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ArrayNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$CollectionNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$CollectorTask, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$CollectorTask$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$CollectorTask$OfInt$$Lambda$1373/0x0000000301231720, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$CollectorTask$OfInt$$Lambda$1374/0x0000000301231940, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$CollectorTask$OfRef, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$CollectorTask$OfRef$$Lambda$1090/0x0000000301014cb8, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$CollectorTask$OfRef$$Lambda$1091/0x0000000301015ff0, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ConcNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ConcNode$OfDouble, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ConcNode$OfInt, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ConcNode$OfLong, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$ConcNode$OfPrimitive, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$DoubleArrayNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$DoubleFixedNodeBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$DoubleSpinedNodeBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$FixedNodeBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$IntArrayNode, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$IntFixedNodeBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$IntSpinedNodeBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$InternalNodeSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.util.stream.Nodes$InternalNodeSpliterator$OfDouble, BUILD_TIME, Core JDK classes are initialized at build time
