Class Name, Initialization Kind, Reason for Initialization
com.oracle.svm.core.genscavenge.RuntimeCodeInfoGCSupportImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.SerialAndEpsilonGCOptions, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.SerialGCOptions, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.Space, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.Space[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.genscavenge.Target_java_lang_Runtime, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.genscavenge.ThreadLocalAllocation, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.ThreadLocalAllocation$Descriptor, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.genscavenge.ThreadLocalMTWalker, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.Timer, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.Timers, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.UnalignedHeapChunk, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.UnalignedHeapChunk$UnalignedHeader, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.genscavenge.YoungGeneration, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.BarrierSnippetCounters, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.BarrierSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.GenScavengeAllocationSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.GenScavengeAllocationSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.nodes.FormatArrayNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.nodes.FormatObjectNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.graal.nodes.FormatPodNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.AlignedChunkRememberedSet, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.CardTable, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.CardTableBasedRememberedSet, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.FirstObjectTable, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.RememberedSet, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.genscavenge.remset.UnalignedChunkRememberedSet, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.code.CGlobalDataInfo, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.jdk.SubstrateArraycopySnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.jdk.SubstrateObjectCloneSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.nodes.NewPodInstanceNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.nodes.WriteCurrentVMThreadNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.nodes.WriteHeapBaseNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.ArithmeticSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.CEntryPointSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.CFunctionSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.DeoptTester, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.GCAllocationSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.SafepointSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.StackOverflowCheckImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.StackOverflowCheckSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.SubstrateAllocationSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.SubstrateIntrinsics, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.SubstrateTemplates, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.TypeSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.aarch64.AArch64ArithmeticSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.snippets.aarch64.PosixAArch64VaListSnippets, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.stackvalue.StackValueNode, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.stackvalue.StackValueNode$StackSlotIdentity, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.graal.word.DynamicHubAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.handles.ObjectHandlesImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.handles.ObjectHandlesImpl$HandleWeakReference, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.handles.ObjectHandlesSupportImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.handles.ThreadLocalHandles, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.headers.LibC, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.headers.LibCSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.BarrierSetProvider, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.CodeReferenceMapDecoder, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.FillerObject, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.GC, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.GCCause, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.GCCause[], BUILD_TIME, arrays are initialized at build time
com.oracle.svm.core.heap.Heap, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.HeapSizeVerifier, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.InstanceReferenceMapDecoder, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.NoAllocationVerifier, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.ObjectHeader, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.ObjectReferenceVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.ObjectVisitor, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.OutOfMemoryUtil, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.PhysicalMemory, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.PhysicalMemory$PhysicalMemorySupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.Pod$RuntimeSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.PodReferenceMapDecoder, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.ReferenceAccess, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.ReferenceAccessImpl, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.ReferenceHandler, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.ReferenceHandlerThread, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.ReferenceInternals, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.RuntimeCodeInfoGCSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.StoredContinuationAccess$ContinuationStackFrameVisitorData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.core.heap.Target_java_lang_ref_Cleaner, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_java_lang_ref_Cleaner_Cleanable, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_java_lang_ref_Finalizer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_java_lang_ref_Finalizer_FinalizerThread, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_java_lang_ref_PhantomReference, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_java_lang_ref_Reference, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_java_lang_ref_ReferenceQueue, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_java_lang_ref_Reference_ReferenceHandler, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_java_lang_ref_SoftReference, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_jdk_internal_ref_Cleaner, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_jdk_internal_ref_CleanerFactory, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_jdk_internal_ref_CleanerImpl, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.Target_jdk_internal_ref_PhantomCleanable, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.heap.VMOperationInfo, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.heap.VMOperationInfos, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.hub.ClassForNameSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.hub.ClassLoadingExceptionSupport, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.hub.ClassLoadingExceptionSupport$Options, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.hub.DynamicHub, BUILD_TIME, substitutions are always initialized
com.oracle.svm.core.hub.DynamicHub$CachedConstructorAccessors, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.hub.DynamicHub$ClassLoaderAccessors, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.hub.DynamicHub$DynamicHubMetadata, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.core.hub.DynamicHub$ReflectionDataAccessors, BUILD_TIME, Native Image classes are always initialized at build time
